ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,bill_ap,bill_m,bill_ju,bill_jy,bill_ag,bill_s,pmt_ap,pmt_m,pmt_ju,pmt_jy,pmt_ag,pmt_s,pay_ap,pay_m,pay_ju,pay_jy,pay_ag,pay_s,DEFAULT
8718,male,university,1,41,150000,13235,11598,10927,10403,20703,19350,2000,2000,1000,1000,3000,2000,0,0,0,0,0,0,not default
8719,male,university,1,40,50000,8693,9303,8620,9762,47636,50066,2000,1000,1000,400,1500,1450,0,0,0,0,0,0,not default
8720,male,graduate school,2,27,100000,66309,64976,61153,65119,63931,70204,2384,2411,5000,2377,2276,4000,0,0,0,0,0,0,not default
8721,male,graduate school,2,25,30000,333,1846,337,1871,327,0,3135,0,1996,337,1871,327,2,-1,-1,-1,-1,1,not default
8722,female,graduate school,2,31,350000,47743,58259,68901,77472,86985,96659,2000,2000,2000,2500,5300,3500,0,0,0,0,0,0,not default
8723,male,university,2,50,50000,0,0,0,0,0,25925,0,0,0,0,0,0,-2,-2,-2,-2,0,0,not default
8724,female,university,1,34,50000,35976,19456,19209,19590,19427,20377,660,636,674,200,800,1650,0,0,2,2,2,2,not default
8725,female,graduate school,2,43,250000,3002,8712,10538,12327,2000,2177,5642,2228,174,211,12327,2000,0,0,0,-1,-1,-1,not default
8726,female,high school,2,24,300000,14000,13930,13581,5475,6156,7571,268,14070,349,13581,1475,1181,-1,0,-1,0,0,-1,default
8727,female,university,2,22,80000,1913,263,1187,388,390,1812,1815,2259,263,1191,388,390,-1,-1,-1,-1,-1,-1,not default
8728,male,university,1,45,30000,16247,16662,14763,14766,15304,14286,724,0,2148,539,0,1542,2,0,0,2,2,1,default
8729,female,high school,2,29,370000,-1900,-1900,-1900,-400,19340,28397,0,0,0,0,7,19438,-2,-2,-2,-1,-1,-1,not default
8730,male,university,1,43,50000,9617,9417,9225,9044,8034,8214,330,356,341,331,1150,1140,0,0,0,0,0,0,not default
8731,female,graduate school,1,22,30000,22738,23654,22391,22513,22650,22479,1701,1,2001,2001,2004,2004,2,0,0,0,0,0,not default
8732,female,university,2,26,200000,25908,26089,23788,23524,26643,26179,3000,1000,4092,3000,3000,4022,0,0,0,0,0,0,not default
8733,female,high school,1,48,230000,4234,13870,20099,2883,4582,-5,0,4234,13870,20099,2883,4587,-1,-1,-1,-1,-1,1,not default
8734,female,university,2,29,290000,76200,74469,73099,71523,70695,68652,2703,2968,2702,2767,2598,3149,0,0,0,0,0,0,not default
8735,female,university,1,39,100000,0,0,7700,0,0,0,0,0,0,7700,0,0,-2,-2,-2,-2,-2,-2,not default
8736,male,graduate school,2,26,80000,42854,42990,40793,40137,41095,40029,1056,2000,3000,1603,0,2000,0,0,0,2,2,1,not default
8737,female,university,2,39,90000,28061,30849,37842,42151,45045,45709,710,1200,1018,1200,2000,2000,0,0,0,0,0,0,default
8738,male,graduate school,1,37,90000,34173,33502,35141,37135,38704,40028,1100,1150,1200,1150,1800,2000,0,0,0,0,0,0,not default
8739,male,university,2,26,80000,678,526,0,23059,20847,15387,0,680,526,0,3070,6000,-1,-1,0,0,0,0,not default
8740,female,graduate school,2,39,260000,540,390,390,588,978,1550,390,540,390,390,0,978,-1,-1,-1,2,-1,-1,not default
8741,male,graduate school,2,34,210000,52229,51074,50344,47836,45610,44947,2050,2000,2000,3942,3000,2000,0,0,0,0,0,0,not default
8742,female,university,1,26,80000,30529,29974,29396,27770,28522,27458,1200,1200,1200,2400,0,1800,2,2,2,2,2,2,default
8743,female,university,2,25,170000,19417,46476,49464,49946,7927,4360,17336,1143,949,1000,49008,7000,0,0,0,0,0,0,not default
8744,female,graduate school,2,38,240000,165582,166745,186168,178840,172145,167856,10000,5000,10000,10000,10000,7000,0,0,0,0,0,0,not default
8745,female,graduate school,2,32,150000,843,1089,1089,0,7628,-300,0,0,0,1089,0,7928,0,0,-1,-1,-1,1,not default
8746,female,graduate school,2,28,220000,0,0,0,0,25000,25000,0,0,0,0,0,25000,-2,-2,-2,-1,-1,-1,not default
8747,male,graduate school,2,27,80000,52833,52073,51179,47306,46609,42653,6200,2100,2035,5000,1801,5000,0,0,0,0,0,0,not default
8748,male,graduate school,1,41,160000,157632,154456,151343,150209,157690,155458,4872,165759,5400,5300,6100,7200,-1,-2,-1,-1,-2,-2,not default
8749,female,university,1,37,140000,136581,137015,134503,141347,137562,136650,5000,5100,5200,5000,6500,5420,0,0,0,0,0,0,not default
8750,female,university,2,25,130000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,not default
8751,female,graduate school,2,34,280000,107788,105617,103776,101651,98281,95278,3500,3500,3500,3800,5000,4525,0,0,0,0,0,0,not default
8752,male,graduate school,2,28,200000,0,0,0,99165,460,4420,3090,0,0,0,99165,0,-2,-2,-1,-1,2,-1,not default
8753,male,university,3,36,50000,30445,29579,29475,28928,27708,26432,2000,1500,1200,1300,2000,1700,0,0,0,0,0,0,default
8754,female,university,2,44,150000,46702,45394,44446,43879,41515,39471,2000,2000,1600,1528,3000,2636,0,0,0,0,0,0,not default
8755,female,graduate school,1,36,210000,0,0,0,0,0,15991,0,0,0,0,0,0,-2,-2,-2,-2,0,0,not default
8756,male,graduate school,1,39,190000,-472,-472,-472,-472,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
8757,female,graduate school,2,28,140000,142254,140419,137279,128906,124785,123662,0,5300,5500,12000,6200,4600,2,2,0,0,0,0,not default
8758,female,high school,1,41,160000,2606,416,416,416,316,2392,316,2606,416,416,416,316,-1,-1,-1,-1,-1,-1,not default
8759,female,graduate school,1,39,180000,106396,128771,130078,128505,134212,177893,3600,4100,5001,5000,6000,6200,0,0,0,0,0,0,default
8760,female,graduate school,2,22,20000,1500,10199,7000,6860,8176,9930,780,1500,3199,140,1000,1336,-1,0,0,0,0,0,not default
8761,female,university,1,37,50000,3570,5017,24048,20718,21940,23325,2710,71,5017,5000,1200,1400,0,-1,0,0,0,0,not default
8762,female,graduate school,1,34,150000,-150,-150,600,0,0,0,0,0,0,600,0,0,-2,-1,-1,-2,-2,1,not default
8763,female,high school,1,33,210000,73154,82676,94344,105606,118800,127491,2000,2650,2880,4340,4900,6018,0,0,0,0,0,0,not default
8764,female,university,2,43,500000,188547,122430,162415,12866,26890,374776,200284,188715,123042,162434,12930,27024,-1,-1,-1,-2,-1,-1,not default
8765,female,university,2,22,70000,30404,29625,29013,28406,27424,24817,1000,1191,1001,1000,1500,3018,0,0,0,0,0,0,not default
8766,male,graduate school,2,27,100000,0,7889,6746,5836,10628,17553,0,0,3323,2000,1000,0,0,0,0,0,2,-1,default
8767,female,university,2,27,20000,16928,16351,18605,18127,17140,15703,1000,1000,1000,1030,1600,2000,0,0,0,0,0,0,not default
8768,male,university,2,23,20000,0,16600,16268,16168,15958,13987,0,2000,332,500,900,2200,0,0,0,2,0,0,not default
8769,male,university,2,25,50000,8534,8367,8195,46759,49084,47987,316,306,304,293,2359,2690,0,0,0,0,0,2,default
8770,female,high school,2,27,340000,139945,143426,153381,153697,14802,29221,7382,5059,5017,5055,145000,12,0,0,0,0,2,1,not default
8771,male,graduate school,2,29,130000,11805,10149,10458,72,0,9700,1230,2000,0,10458,72,0,0,2,-1,-1,0,0,not default
8772,female,university,1,53,320000,161937,158745,155528,153327,151835,8513,5000,4544,4500,5000,8510,150000,0,0,0,0,0,0,not default
8773,female,graduate school,1,41,220000,222356,225044,227800,232446,238172,243234,6000,0,0,0,0,0,2,3,4,5,6,7,default
8774,male,high school,1,24,50000,19901,19741,18963,19207,49564,48497,1500,1500,1000,1000,1580,2089,0,0,0,0,0,0,default
8775,female,graduate school,2,25,150000,30074,37015,33843,40832,40799,39445,0,1000,4429,1256,1417,2000,2,0,0,0,0,0,not default
8776,male,graduate school,2,29,500000,56917,34132,20799,23721,25986,20641,49720,57196,28032,20886,24112,26111,-1,0,-1,-1,-1,-1,not default
8777,female,graduate school,2,29,220000,15549,14111,13184,17563,16105,13488,179580,20239,14111,13184,17563,16130,-1,-1,-1,-1,-1,-1,not default
8778,female,graduate school,2,24,70000,19056,19147,20011,18642,17712,28059,3668,2000,2000,3000,3000,2000,0,0,0,0,0,-1,not default
8779,female,university,2,24,70000,0,15900,20170,18987,27163,27431,0,0,370,2013,1400,5006,0,0,0,0,0,0,not default
8780,female,graduate school,2,26,360000,23504,25233,23707,0,0,0,4217,3391,2000,23707,0,0,0,0,-1,-2,-2,-2,not default
8781,male,graduate school,2,30,100000,60317,58957,57584,56424,55851,53718,2500,2500,2300,2100,2100,3000,0,0,0,0,0,2,not default
8782,male,high school,2,30,360000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
8783,female,university,2,29,210000,5695,36287,36116,2569,13034,14073,1430,2968,1093,36120,2576,2059,0,0,-1,-1,0,0,not default
8784,female,university,1,34,50000,1099,1582,7592,24965,29647,37643,17012,242,593,1582,1575,1538,0,2,0,0,0,0,not default
8785,female,graduate school,2,25,50000,28871,28038,27178,26621,25857,34476,1011,1300,1300,1000,1500,2000,0,0,0,0,0,0,not default
8786,female,graduate school,2,30,400000,28654,64995,94511,109278,125280,139862,104078,1014,1933,2403,3807,9209,0,0,0,0,0,0,not default
8787,female,graduate school,1,36,290000,0,0,0,0,51400,49885,0,0,0,0,0,2400,-2,-2,-2,0,0,0,not default
8788,female,university,1,39,320000,30861,31525,69339,66871,63396,38332,7000,5000,5000,3000,4700,30000,0,0,0,0,0,0,not default
8789,female,university,1,24,20000,19792,19571,19434,19318,18629,17597,595,806,706,688,1308,1619,0,0,0,0,0,2,default
8790,male,graduate school,1,51,500000,251540,243869,243132,244517,235045,225233,15000,12000,10000,10000,15006,15000,0,0,0,0,0,0,not default
8791,male,graduate school,1,40,290000,1850,2242,0,13802,40201,63421,4450,0,2242,0,4000,1619,2,-1,0,0,0,0,not default
8792,male,graduate school,1,38,50000,29578,-711,29137,28754,47876,47036,989,30289,711,583,1200,1704,-2,0,0,0,0,0,not default
8793,male,graduate school,1,60,50000,20066,20285,20281,50024,50854,50546,487,748,759,705,1712,2112,0,0,0,0,0,0,not default
8794,female,high school,1,53,390000,380,380,2011,55120,513,2820,0,0,380,2011,55120,513,0,-1,-1,-1,-1,-1,not default
8795,female,graduate school,2,27,90000,0,0,1190,1897,2122,700,0,0,0,0,1897,2122,-2,0,0,-1,-1,-1,default
8796,female,high school,1,53,50000,540,1080,390,90,21190,20225,780,0,1080,690,90,1800,2,-1,-1,-1,0,0,not default
8797,female,graduate school,2,28,230000,40581,44087,42517,44532,42151,51545,2759,1242,2000,2000,3000,2000,0,0,0,0,0,0,default
8798,male,university,1,37,70000,48797,47835,45029,46067,45305,44207,2000,1900,3700,0,1800,2100,2,2,2,2,2,2,default
8799,female,university,1,36,360000,25258,53984,50009,37054,48359,63389,37000,0,5000,20000,11,15000,2,0,0,2,0,0,not default
8800,female,university,2,31,300000,17303,15571,11797,10282,8785,10817,3000,2000,4000,2000,2000,2000,0,0,0,0,0,-1,not default
8801,male,high school,1,51,50000,11107,11039,10361,8511,7596,5703,1000,400,1000,2000,1200,2000,0,0,0,0,0,0,default
8802,female,high school,2,26,80000,4374,0,1100,1551,3121,4923,73,4374,0,1100,1551,0,-1,-2,-1,-1,2,1,default
8803,male,university,1,50,10000,9744,9277,8792,8297,8852,9415,1000,1000,1000,1000,1000,1000,0,0,0,2,2,2,not default
8804,male,university,2,28,10000,8191,7822,7660,7434,7202,5236,500,500,285,500,500,2200,0,0,0,2,0,0,not default
8805,female,university,2,29,140000,1526,100,732,2385,896,743,981,1526,0,735,2385,900,-1,-1,-1,-1,-1,-1,not default
8806,male,university,1,50,100000,390,480,480,560,3360,23908,390,390,480,500,560,1000,-1,-1,-1,-1,0,0,not default
8807,male,high school,2,42,30000,12753,12108,11445,10928,9395,8185,1243,1000,1000,1000,2000,1500,0,0,0,0,0,0,default
8808,male,graduate school,1,49,280000,768,13158,10639,695,694,503,517,768,3158,10639,695,694,-1,0,-1,-1,-1,-1,not default
8809,female,graduate school,2,25,80000,7082,7053,7595,7039,5758,5999,0,443,100,943,1416,0,2,2,0,0,2,1,default
8810,male,university,1,59,30000,0,22610,22158,22115,21246,20044,0,0,452,443,1400,1531,0,0,0,0,0,0,not default
8811,female,graduate school,1,64,390000,8668,0,0,0,0,0,4490,8668,0,0,0,0,-1,-2,-2,-2,-2,1,default
8812,female,high school,1,49,10000,0,0,0,0,864,1409,0,0,0,0,0,0,-2,-2,-2,2,2,-1,default
8813,male,graduate school,1,49,70000,1801,904,2431,1261,2041,1261,0,2191,904,2431,1261,2431,-1,-1,-1,-1,-1,-1,default
8814,female,university,2,37,160000,0,5360,6460,2460,5123,12037,3960,0,107,4000,2460,5123,0,0,0,-1,-1,-1,not default
8815,female,university,1,51,80000,17961,16743,17160,16027,16591,15839,800,1500,0,1400,0,1300,2,2,2,2,2,1,not default
8816,male,university,2,24,30000,28789,57036,27239,25172,25886,22885,1700,3000,2100,2500,0,3700,0,0,0,2,0,0,default
8817,female,university,1,40,200000,8339,5982,2797,0,12958,7236,0,8339,5982,2797,0,13003,-1,-1,-1,-1,-1,-1,not default
8818,female,graduate school,2,24,60000,7942,-463,-73,317,390,836,1000,10000,0,0,317,390,-1,-2,-1,-1,-1,-1,default
8819,female,graduate school,1,36,220000,33351,39752,37975,24175,32919,56477,0,21000,9000,15000,10000,9005,0,0,0,0,0,0,not default
8820,female,graduate school,1,41,30000,28870,28159,28312,28783,27529,26480,1238,1180,2003,994,1735,1481,0,0,0,0,0,0,not default
8821,female,graduate school,2,33,60000,3192,7463,7888,12861,20978,11237,18704,6384,7463,0,0,10000,-1,-1,0,2,0,0,default
8822,female,university,2,23,30000,30520,29958,29176,29954,29532,29093,0,1200,1400,0,1200,1200,2,2,3,3,3,3,default
8823,male,graduate school,2,36,180000,67747,86024,81808,82508,84237,141489,3000,0,9000,4000,3000,4000,2,0,0,0,0,0,not default
8824,female,graduate school,1,34,430000,10178,9848,1531,11164,4588,5149,5926,10202,9902,1531,11220,4600,-1,-1,-1,-1,-1,-1,not default
8825,male,university,2,28,190000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,default
8826,female,high school,3,39,20000,34457,16795,15102,16579,15975,18988,4000,3000,3240,2500,4500,1400,0,0,0,0,0,0,not default
8827,female,graduate school,1,48,150000,898,3458,447,21886,1731,6773,2001,898,3458,447,21888,1731,-2,-2,-2,-2,-2,-2,not default
8828,male,university,2,61,140000,73537,69050,92126,127508,135760,131978,5000,5000,5000,2500,3600,6000,0,0,0,0,0,0,not default
8829,male,graduate school,1,40,200000,15916,6013,2982,6143,13342,3061,4211,16028,6031,2991,24,13681,-1,-1,-1,2,-1,-1,not default
8830,female,graduate school,2,35,240000,799,0,2429,0,0,0,17125,799,0,2429,0,0,-2,-2,-2,-2,-2,-2,not default
8831,male,university,1,33,50000,390,1573,390,1473,42803,42923,780,0,1573,390,1473,2330,0,-1,-1,-1,0,2,not default
8832,male,university,1,37,50000,29980,29108,28209,26858,27600,24801,2500,1500,1500,1800,0,3200,2,2,2,2,0,0,default
8833,male,university,2,34,470000,198171,230142,240607,238161,245552,247503,8000,8000,25000,10000,10400,9024,0,0,0,0,0,0,not default
8834,male,university,1,37,90000,36687,39177,38144,87401,93777,117793,1354,1461,1598,1317,92113,6732,0,0,0,-1,-1,2,not default
8835,female,graduate school,1,45,420000,3019,3608,2970,6244,10321,-34,4302,3103,3797,3004,6500,2686,-1,-1,-1,-1,-1,1,not default
8836,female,university,1,32,430000,48764,62675,77875,95740,-33350,-15308,2000,2021,2500,7,145740,8,0,0,2,-1,-2,-2,not default
8837,female,other,2,27,150000,10332,8433,20333,65330,22344,12178,4881,10363,25,20368,65676,22452,-1,0,-1,-1,-2,-2,not default
8838,female,graduate school,1,35,450000,5073,6213,7312,16895,6869,6126,15532,5073,6213,7316,16918,6869,-1,-1,-1,-1,-1,-1,not default
8839,female,university,1,41,220000,0,4092,7069,3619,194,6516,0,0,4092,7069,3655,0,-1,-1,-1,-1,2,1,not default
8840,male,graduate school,2,35,150000,220586,226808,232570,238438,244285,251063,7000,8000,8000,10000,10000,9000,0,0,0,0,0,0,not default
8841,male,graduate school,2,31,120000,220,220,220,70,4908,2340,360,220,220,220,70,4908,-1,-1,-1,-1,-1,-1,not default
8842,female,graduate school,1,32,80000,0,0,3552,3344,3179,871,0,0,0,3958,3384,3381,-2,-2,-2,-2,-2,-2,not default
8843,female,university,2,32,230000,0,80,13565,23266,69748,73757,0,0,80,1027,1200,0,-1,-1,0,0,2,1,not default
8844,female,high school,1,24,40000,22680,23635,24579,25234,25589,25933,0,0,0,0,0,0,4,5,6,7,8,1,not default
8845,female,university,1,66,300000,0,16858,22935,200,200,0,0,0,0,22935,0,200,0,0,-1,2,-1,1,not default
8846,female,university,1,51,360000,781,659,18697,1430,1473,19155,1557,781,659,18740,1430,1473,-1,-1,-1,-1,-1,-1,not default
8847,female,graduate school,2,22,50000,0,2561,4461,4991,10606,8823,0,0,0,200,300,2000,0,0,0,2,2,2,default
8848,male,graduate school,2,33,200000,0,0,1740,-60,-60,3557,0,0,0,1800,0,0,-2,-1,-1,-2,-1,-1,not default
8849,male,university,1,38,170000,125483,135838,157028,192575,139101,157174,5003,132854,3006,0,83200,9900,-1,0,0,0,0,0,not default
8850,female,high school,2,56,100000,34265,33091,39764,45591,67942,70048,2000,3000,1210,1300,1505,2200,0,0,0,0,0,0,not default
8851,female,graduate school,2,21,20000,8440,19705,19479,19489,18555,17374,0,629,394,390,1400,1466,0,0,0,0,0,0,not default
8852,male,high school,2,24,20000,0,7208,7454,8595,390,1473,780,0,144,149,8595,390,0,0,0,-1,-1,-1,not default
8853,female,university,1,36,210000,163444,215358,221126,227143,233289,47718,5762,5813,6980,7116,7613,199000,0,0,0,0,0,-1,not default
8854,female,university,2,29,50000,47220,46805,50686,50085,50466,49793,1341,2058,1684,1724,1733,1866,0,0,0,0,0,0,not default
8855,male,university,2,42,50000,18149,17541,17342,31539,42338,47689,1000,1000,700,700,1281,2000,0,0,0,0,0,0,not default
8856,male,university,2,26,120000,80225,88542,92346,116797,113360,114815,2908,3052,3100,3051,10008,6159,0,0,0,0,0,0,default
8857,female,high school,1,52,80000,40607,39816,40748,40101,39448,36649,1600,1600,0,1600,1600,3700,2,3,3,3,2,2,default
8858,male,graduate school,2,29,190000,4433,0,66,66,2214,0,0,4433,66,0,0,2214,-1,2,2,2,-1,1,default
8859,female,graduate school,2,31,180000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
8860,male,graduate school,2,29,180000,1912,847,998,2597,1593,996,4055,1915,849,1001,2604,1597,-1,-1,-1,-1,-1,-1,default
8861,female,university,2,26,110000,46319,45036,43875,42867,49569,46633,2000,2180,2000,2000,0,4029,0,0,0,2,0,0,not default
8862,male,graduate school,2,35,220000,0,0,0,0,53358,53419,0,0,0,0,0,7000,-2,-2,-2,0,0,-1,not default
8863,female,university,2,22,80000,7357,7355,7141,6107,5097,2524,500,500,700,1500,1500,3000,0,0,0,0,0,0,not default
8864,male,graduate school,1,40,200000,2376,0,0,7289,1470,15596,0,2376,0,0,7289,1470,-2,-2,-2,-2,-2,-2,not default
8865,male,graduate school,1,51,60000,36483,38081,39952,40841,36688,35619,3500,1326,0,0,4800,1647,0,2,3,0,0,0,default
8866,female,graduate school,1,42,500000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,default
8867,male,graduate school,2,33,300000,2656,970,2579,4215,962,34339,978,2672,970,2595,4247,962,-1,-1,-1,-1,-1,0,not default
8868,female,graduate school,1,30,150000,105706,113932,112072,119043,139648,151060,1079,2583,3037,2808,3868,3864,0,0,0,0,0,2,default
8869,female,university,2,24,90000,9341,15496,17701,9621,10724,13137,3105,1000,0,10000,1000,0,0,2,0,0,2,1,not default
8870,male,graduate school,1,44,240000,1473,1473,1473,1473,1473,1473,390,1473,1473,1473,1473,1473,-1,-1,-1,-1,-1,-1,default
8871,female,university,1,45,190000,81548,79028,75252,121378,126337,143701,5000,4000,5000,2705,4222,4664,0,0,0,0,0,0,not default
8872,male,graduate school,2,37,80000,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,not default
8873,female,university,2,37,500000,38981,35559,30757,33040,29550,51652,5000,5000,5300,3000,4000,5300,0,0,0,0,0,0,not default
8874,female,graduate school,2,42,360000,222,11480,6366,2950,29788,45603,4285,222,11480,6366,2950,29882,-2,-1,-1,-1,-1,-2,not default
8875,male,high school,2,24,60000,891,18421,17421,17321,16636,33270,19000,900,1000,500,1400,1715,-1,0,0,0,0,0,not default
8876,female,graduate school,2,25,140000,1440,2561,643,1311,1844,1605,1582,1440,2561,643,1311,1844,-1,-1,-1,-1,-1,-1,not default
8877,female,university,1,37,50000,18830,18461,18082,21746,23518,25234,700,676,670,700,1300,1384,0,0,0,0,0,0,not default
8878,male,high school,1,41,30000,6074,5594,5833,5371,5609,4743,0,573,0,552,0,1090,2,2,2,2,2,1,default
8879,female,high school,1,28,150000,0,759,10299,9299,38474,70537,0,0,759,1000,2000,8000,-1,-1,0,0,0,0,not default
8880,female,university,1,26,180000,177257,140909,174825,181255,181987,52666,8000,186732,8246,8201,7017,272817,-1,-2,-2,-2,-2,-2,not default
8881,female,university,2,33,660000,322581,329604,331565,349361,390258,495736,12019,11503,12008,12004,12113,13393,0,0,0,0,0,0,not default
8882,male,graduate school,2,28,210000,399,6268,6143,6020,5079,5397,1280,0,125,123,1000,5000,0,0,0,0,0,1,not default
8883,female,other,2,52,230000,141916,46254,74503,153635,156687,155131,5027,100095,5015,2663,6015,6641,0,0,0,0,0,0,not default
8884,male,university,1,24,100000,15306,15001,14683,13609,13427,13233,0,700,700,1300,700,700,2,2,2,2,2,1,default
8885,male,high school,1,43,50000,18601,18418,17955,17606,16890,5653,476,573,751,641,1300,11340,0,0,0,0,0,0,not default
